name,abn,donated,donation_count,parties,contract_value,contract_count,contract_per_donation_dollar,sector,state,is_community_controlled
"Universities Australia","53008502930","23000","4","Australian Labor Party (ALP)","754030","9","33","education","ACT","false"
"TCNZ Australia Pty Ltd","63067799197","23000","2","Liberal Party of Australia (Victorian Division)","137280","1","6","","NSW","false"
"Ostojic Transport Pty Ltd","73009629805","23000","4","Country Liberal Party (NT); Liberal Party of Australia - Queensland Division","207282882","31","9012","","NT","false"
"Michael Elliott","88374874420","22708","12","Australian Democrats; Australian Democrats SA Division","1384358","2","61","","NSW","false"
"LEO Pharma Pty Ltd","72147880617","22660","4","Australian Labor Party (ALP)","58905","4","3","","QLD","false"
"Shine Lawyers Pty Ltd","86134702757","22180","10","Australian Labor Party (ALP); Australian Labor Party (State of Queensland)","26600","2","1","Legal Services","QLD","false"
"Queensland Farmers' Federation Ltd","44055764488","22000","2","Australian Labor Party (State of Queensland)","288228","5","13","rural_remote","QLD","false"
"VARIAN MEDICAL SYSTEMS AUSTRALASIA PTY LTD","53086249630","22000","2","Australian Labor Party (ALP)","87380564","42","3972","Health","NSW","false"
"The Australian Chamber of Fruit and Vegetable Industries Limited","67065246808","22000","2","Liberal Party of Australia, NSW Division","181500","6","8","","QLD","false"
"PACIFIC COMMERCIAL DIVING SUPPLY PTY LTD","71002918050","22000","2","Australian Labor Party (South Australian Branch)","5757026","164","262","","NSW","false"
"Workday Australia Pty Ltd","75154840507","22000","2","Australian Labor Party (State of Queensland)","5336782","2","243","","NSW","false"
"EXCLAIM IT PTY. LTD.","97109189059","21999","3","Liberal Party of Australia; Liberal Party of Australia, NSW Division - NSW","44350866","125","2016","","QLD","false"
"TOLL LOGISTICS PL","88123180441","21600","2","The Australian Workers' Union Victorian Branch","1513005835","13","70047","","VIC","false"
"PARA-GUARD PTY LTD","39002529106","21350","4","The Greens NSW; The Greens NSW - NSW","39716900","46","1860","","NSW","false"
"Ichor Constructions Pty Ltd","48098984082","21264","2","Faircloth & Reynolds Pty Ltd","1063442","2","50","","NSW","false"
"St Vincent de Paul","14211516904","21140","4","Australian Labor Party (State of Queensland)","110611","1","5","","","false"
"SPEEDCAST COMMUNICATIONS PTY LTD [767]","28159524553","21050","11","Australian Labor Party (ALP); Australian Labor Party (N.S.W. Branch); Liberal Party of Australia, NSW Division","54584721","74","2593","","NSW","false"
"NETCOMM WIRELESS LIMITED","85002490486","21000","7","Liberal Party of Australia; Liberal Party of Australia - NATIONAL; Liberal Party of Australia, NSW Division","65553","4","3","","NSW","false"
"SRG GLOBAL ASSET CARE PTY LTD (21 006 353 046)","21006353046","20400","6","Australian Labor Party (N.S.W. Branch)","134145","5","7","Mining","WA","false"
"Capral Limited","78004213692","20400","6","Australian Labor Party (ALP)","129324","7","6","Construction","QLD","false"
"DELOITTE CONSULTING PTY LTD","46892629039","20136","7","Australian Labor Party (Victorian Branch); Higgins 200 Club; Progressive Business Association Inc","24982223","60","1241","","NSW","false"
"David Charles Blyth","23270758952","20000","2","Australian Labor Party (N.S.W. Branch)","19863","1","1","","SA","false"
"HARRY COMMUNICATIONS PTY LTD","26624988263","20000","2","Australian Labor Party (State of Queensland)","1725868","3","86","","ACT","false"
"Control Risks Group","27006633781","20000","2","Australian Labor Party (N.S.W. Branch)","3464909","8","173","","NSW","false"
"TAG WORLDWIDE (AUSTRALIA) PTY LTD (29 103 003 443)","29103003443","20000","2","Liberal Party of Australia, NSW Division","14190","1","1","","NSW","false"
"Cairns Aquarium & Reef Research Centre Pty Ltd","29154674709","20000","2","Australian Labor Party (State of Queensland)","27500","1","1","","QLD","false"
"Reason Group Pty Ltd","34128711348","20000","2","Australian Labor Party (State of Queensland)","98707336","207","4935","","ACT","false"
"Zenith Media Ltd","37000421018","20000","2","Australian Labor Party (N.S.W. Branch)","12239191","155","612","","NSW","false"
"INTERFACE AUST PTY LIMITED (39 000 692 026)","39000692026","20000","1","Liberal National Party of Queensland","581900","7","29","Manufacturing","NSW","false"
"GLAXOSMITHKLINE AUSTRALIA PTY LTD (47 100 162 481)","47100162481","20000","2","Australian Labor Party (N.S.W. Branch)","1489690578","89","74485","Health","VIC","false"
"ZENITH INTERIORS PTY. LTD.","52007403750","20000","2","Liberal Party of Australia, NSW Division","77038991","680","3852","Manufacturing","NSW","false"
"QENERGY LIMITED","58120124101","20000","2","Australian Labor Party (ALP)","8649314","4","432","","QLD","false"
"SONY AUSTRALIA LIMITED","59001215354","20000","2","Liberal Party of Australia","812903","18","41","Retail","NSW","false"
"Western Institute of Technology Pty Ltd","66126049821","20000","4","Australian Labor Party (ALP)","116000","1","6","Education","VIC","false"
"Costa Vraca Pty Ltd","70005913431","20000","4","Liberal Party of Australia (Victorian Division)","266000","1","13","","VIC","false"
"HFM ASSET MANAGEMENT PTY LTD","71105493221","20000","8","Australian Labor Party (N.S.W. Branch); Liberal Party of Australia, NSW Division","10923","1","1","","WA","false"
"DIALOG PTY. LTD. (16 010 089 175)","78626006111","20000","2","Liberal Party of Australia (Victorian Division)","68149482","52","3407","Technology","NSW","false"
"The Asbestos Diseases Research Foundation","79121168867","20000","2","Australian Labor Party (ALP)","401500","3","20","health","NSW","false"
"CHALLENGE RECRUITMENT","82083202939","20000","4","Australian Labor Party (South Australian Branch); Liberal Party of Australia (S.A. Division)","550000","3","28","","SA","false"
"ISG INFORMATION SERVICES GROUP AMERICAS","85108959360","20000","2","Liberal Party of Australia, NSW Division","72388286","89","3619","Technology","NSW","false"
"Marathon Health Ltd","86154318975","20000","2","Australian Labor Party (ALP)","8374700","2","419","Health","NSW","false"
"Crackers Corporation","91512397291","20000","2","Australian Labor Party (State of Queensland)","121762","1","6","","QLD","false"
"SINGTEL OPTUS PTY LIMITED (90 052 833 208)","92008570330","20000","2","Australian Labor Party (Northern Territory) Branch","1873157948","615","93658","Technology","NSW","false"
"PHEBRA PTY LTD","99059357890","20000","1","Liberal National Party of Queensland","1952257","52","98","","NSW","false"
"APC Holdings","26080271692","19800","2","National Party of Australia (Queensland)","224082","2","11","","VIC","false"
"CAIRNS REGIONAL COUNCIL","24310025910","19392","2","A.C.N. 010 507 614 Pty Ltd","3164056","30","163","","QLD","false"
"ROBERT BOSCH (AUSTRALIA) PROPRIETARY LIMITED (48 004 315 628)","60001091498","19182","6","Australian Labor Party (ALP); Australian Labor Party (State of Queensland)","9022044","42","470","Technology","VIC","false"
"Ferrier Hodgson (WA)","66071043731","19060","6","Australian Labor Party (N.S.W. Branch); Australian Labor Party (Western Australian Branch); The 500 Club (VIC)","26565","1","1","","",""
"PRT COMPANY LIMITED","97000764867","19002","14","Labor Holdings Pty Ltd; Liberal Party (W.A. Division) Inc","91500","2","5","","ACT","false"
"CQ Hotels Pty Ltd","92094077693","19000","5","Australian Labor Party (N.S.W. Branch); Australian Labor Party (N.S.W. Branch) - NSW","12000","1","1","","NSW","false"
"RYMED PTY LTD","50098255442","18900","4","John McEwen House Pty Ltd","184801","5","10","","NSW","false"
"United Energy","70064651029","18884","2","The Liberal Party of Western Australia Pty Ltd","105457","1","6","Mining","VIC","false"
"Professional Public Relations","16001045450","18800","8","Australian Labor Party (Victorian Branch); Australian Labor Party (Western Australian Branch); Perth Trades Hall Inc; Progressive Business Association Inc","20660585","6","1099","","NSW","false"
"DRAKE AUSTRALIA PTY LTD","42004939771","18796","4","Liberal Party of Australia; Liberal Party of Australia (VIC Division); Menzies 200 Club","110255069","604","5866","","VIC","false"
"L3HARRIS IMSA SYSTEMS AUSTRALIA PTY LTD","28009019603","18700","4","Australian Labor Party (State of Queensland)","828391647","576","44299","defence","WA","false"
"Adecco Australia Pty Ltd","91006253336","18640","6","The 500 Club (VIC)","700232683","949","37566","","NSW","false"
"AMCOS","78001678851","18600","8","Australian Labor Party (ALP)","2031293","20","109","","NSW","false"
"WORLEY SERVICES PTY LIMITED (61 001 279 812)","61001279812","18500","4","Australian Labor Party (ALP); Liberal Party of Australia","15950601","33","862","Mining","NSW","false"
"New Era Technology AU-05-01 Pty Ltd","24068136274","18495","8","Australian Labor Party (Northern Territory) Branch; Australian Labor Party (Northern Territory) Branch - NT; CLP The Territory Party; Country Liberal Party (NT); Northern Territory Country Liberal Party - NATIONAL","383770","2","21","","VIC","false"
"Osborne Family Holdings Pty Ltd","53065315531","18400","3","Country Liberal Party (NT); Northern Territory Country Liberal Party","45430","1","2","","NT","false"
"John Fairfax Group Finance Pty Ltd","99008622697","18400","6","Australian Labor Party (State of Queensland); Liberal Party of Australia, NSW Division","145537","11","8","Finance","NSW","false"
"AGRESSOR CORPORATION PTY LTD","27000394329","18330","11","Liberal Party of Australia (NSW Division); Liberal Party of Australia, NSW Division; Liberal Party of Australia, NSW Division - NSW","12430","1","1","","NSW","false"
"Gold Coast Airport  Pty Limited","91077200821","18300","9","Australian Labor Party (State of Queensland); Liberal Party of Australia - Queensland Division; Liberal Party of Australia - Queensland Division - QLD","24664608","12","1348","","QLD","false"
"DOUGLASS HANLY MOIR PATHOLOGY PTY LIMITED (80 003 332 858)","80003332858","18180","2","Australian Labor Party (ALP)","1233363","13","68","Health","NSW","false"
"Egg Farmers of Australia","16615149936","18100","6","Australian Labor Party (ALP)","150000","1","8","","NSW","false"
"SCHIAVELLO CONSTRUCTION (NSW) PTY LTD","21068626764","18000","4","Australian Labor Party (Victorian Branch); Liberal Party of Australia (Victorian Division)","13375465","11","743","Construction","NSW","false"
"THE MOTOR TRADE ASSOCIATION","65767492138","18000","4","Australian Labor Party (ALP); Australian Labor Party (South Australian Branch)","1190640","1","66","","SA","false"
"STANTEC AUSTRALIA PTY LTD","17007820322","17800","4","Australian Labor Party (State of Queensland)","99789548","151","5606","","VIC","false"
"VBR Lawyers Pty Ltd","72616294270","17800","14","Australian Labor Party (State of Queensland)","69781","1","4","Legal Services","QLD","false"
"IX INFRASTRUCTURE PTY LTD","51600546512","17750","6","Australian Labor Party (N.S.W. Branch); Australian Labor Party (NSW Branch); Liberal Party (W.A. Division) Inc","10229699","25","576","Mining","VIC","false"
"TOWNSVILLE CITY COUNCIL","44741992072","17534","2","NPA Nominees Pty Ltd","54910587","51","3132","","QLD","false"
"JAKO INDUSTRIES PTY LTD","72008791893","17520","10","Australian Labor Party (Western Australian Branch); Liberal Party (W.A. Division) Inc; The 500 Club Inc","1248126","1","71","","WA","false"
"Eastgardens Pty Ltd","90002365326","17400","9","Australian Labor Party (N.S.W. Branch); Australian Labor Party (NSW Branch); Liberal Party of Australia (NSW Division); Liberal Party of Australia, NSW Division","933133","1","54","","NSW","false"
"Nine Radio Operations","93000796887","17050","3","Australian Labor Party (N.S.W. Branch); Australian Labor Party (N.S.W. Branch) - NSW","0","2","0","","NSW","false"
"PRYSMIAN AUSTRALIA PTY LIMITED","36096594080","17000","6","Australian Labor Party (ALP); Australian Labor Party (State of Queensland)","2520054","26","148","Mining","NSW","false"
"Peter's of Kensington Pty Ltd","69002881218","17000","4","Liberal Party of Australia, NSW Division","64970","2","4","","NSW","false"
"DISCOVERY HOLIDAY PARKS PTY LIMITED (50 111 782 846)","50111782846","16900","6","Australian Labor Party (State of Queensland); Liberal Party (W.A. Division) Inc","592995","11","35","Agriculture","SA","false"
"THE MANN FAMILY TRUST","20546707476","16500","1","LNP QLD","15000","1","1","","QLD","false"
"DTEX SYSTEMS PTY LTD","33091717850","16000","2","Australian Labor Party (ALP)","18449128","3","1153","","SA","false"
"The Macfarlane Burnet Institute For Medical Research And Public Health Ltd","49007349984","16000","4","Australian Labor Party (ALP)","16235965","10","1015","education","VIC","false"
"VOESTALPINE RAILWAY SYSTEMS AUSTRALIA PTY LTD","71011073108","16000","5","Family First Party - QLD; Liberal Party of Australia, NSW Division","261600000","2","16350","Construction","NSW","false"
"ABT ASSOCIATES PTY LTD","76091591294","16000","4","Liberal Party of Australia (Victorian Division); Liberal Party of Australia, NSW Division","2826081945","409","176630","","QLD","false"
"DEPARTMENT OF TRANSPORT","27285643255","15768","2","Liberal Party (W.A. Division) Inc","8237866","18","522","","WA","false"
"HUDSON GLOBAL RESOURCES (AUST) PTY LIMITED","21002888762","15740","6","Australian Labor Party (ALP); The 500 Club Inc","615797456","4019","39123","","NSW","false"
"SECURE PARKING PTY LTD (94 108 043 689)","94108043689","15500","4","Liberal Party of Australia (NSW Division); Liberal Party of Australia, NSW Division; Liberal Party of Australia, NSW Division - NSW","1913846","3","123","","NSW","false"
"JULIA ROSS","32267188987","15350","5","Australian Labor Party (ALP) - NATIONAL; Liberal Party of Australia - NATIONAL; Liberal Party of Australia, NSW Division; Liberal Party of Australia, NSW Division - NSW","45000","1","3","","SA","false"
"Abbott Australasia Pty Ltd","95000180389","15300","6","Australian Labor Party (ALP)","140633467","99","9192","Health","NSW","false"
"National Rugby League Limited","23082088962","15200","6","Australian Labor Party (ALP); Australian Labor Party (N.S.W. Branch); Hon Andrew Hastie MP","3433408","11","226","Sport & Recreation","NSW","false"
